,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2018-12-09-14-georgia-tech,37.5,6,3.2,1,109.0,72.7,16,0.37,46,0.348,16,0.239,11,0.545,6,8,200,59.7,25.0,7,21,40,,16.4,11,0.239,11,0.182,2,46.0,23,0.39,30.2,22,35,0.4,14,0.273,3,"December 9, 2018",52.0,13,20.0,7,59.7,75.0,21,0.609,46,0.543,25,0.478,22,0.773,17,3,200,109.0,27.3,6,14,73,,17.9,12,0.326,15,0.4,6,54.0,27,0.647,24.4,18,31,0.613,19,0.625,5,"McCamish Pavilion, Atlanta, Georgia",FLORIDA-AM,Florida A&M,67.3,Home,GEORGIA-TECH,Georgia Tech,Florida A&M,meac
2018-12-17-20-utah,44.4,12,3.8,1,140.9,52.4,11,0.555,55,0.491,27,0.127,7,0.429,3,9,200,97.0,7.4,2,21,64,,10.6,7,0.273,15,0.467,7,27.1,13,0.549,14.7,10,40,0.5,20,0.25,3,"December 17, 2018",50.0,15,5.0,2,97.0,92.6,25,0.696,51,0.588,30,0.569,29,0.759,22,5,200,140.9,47.6,10,12,93,,6.1,4,0.49,25,0.44,11,72.9,35,0.718,14.7,11,26,0.731,19,0.5,5,"Jon M. Huntsman Center, Salt Lake City, Utah",FLORIDA-AM,Florida A&M,66.1,Home,UTAH,Utah,Florida A&M,meac
2018-12-18-18-oregon,50.0,12,3.3,1,106.0,54.8,17,0.51,52,0.462,24,0.308,16,0.688,11,10,200,95.5,12.5,3,18,64,,10.4,7,0.25,13,0.385,5,36.4,20,0.537,14.5,10,39,0.487,19,0.231,3,"December 18, 2018",60.0,15,12.8,5,95.5,87.5,21,0.518,55,0.455,25,0.4,22,0.636,14,3,200,106.0,45.2,14,15,71,,10.4,7,0.455,25,0.28,7,63.6,35,0.542,18.8,15,30,0.6,18,0.727,8,"Matthew Knight Arena, Eugene, Oregon",FLORIDA-AM,Florida A&M,66.5,Home,OREGON,Oregon,Florida A&M,meac
2018-12-21-20-portland,60.0,9,14.8,4,94.7,83.9,26,0.333,51,0.294,15,0.157,8,0.625,5,11,200,68.4,27.8,10,16,39,,3.5,2,0.255,13,0.308,4,53.7,36,0.356,16.8,11,38,0.289,11,0.214,3,"December 21, 2018",47.4,9,10.5,4,68.4,72.2,26,0.462,52,0.365,19,0.192,10,0.6,6,7,200,94.7,16.1,5,14,54,,8.8,5,0.481,25,0.4,10,46.3,31,0.476,11.0,7,27,0.333,9,0.5,7,"Chiles Center, Portland, Oregon",FLORIDA-AM,Florida A&M,57.3,Home,PORTLAND,Portland,Florida A&M,meac
2018-12-29-13-memphis,64.0,16,6.5,2,133.3,72.0,18,0.58,50,0.5,25,0.16,8,0.875,7,12,200,90.3,12.5,3,23,65,,9.7,7,0.34,17,0.471,8,42.9,21,0.604,28.2,21,33,0.515,17,0.2,3,"December 29, 2018",66.7,22,3.0,1,90.3,87.5,21,0.705,56,0.589,33,0.411,23,0.739,17,5,200,133.3,28.0,7,15,96,,18.1,13,0.446,25,0.52,13,57.1,28,0.717,16.4,13,31,0.645,20,0.615,8,"FedExForum, Memphis, Tennessee",FLORIDA-AM,Florida A&M,72.4,Home,MEMPHIS,Memphis,Florida A&M,meac
2019-01-05-16-howard,51.5,17,8.3,3,100.0,62.5,15,0.632,57,0.579,33,0.386,22,0.455,10,12,200,113.9,48.1,13,22,82,,12.5,9,0.193,11,0.545,6,54.9,28,0.608,20.3,17,46,0.587,27,0.25,4,"January 5, 2019",36.4,8,10.9,5,113.9,51.9,14,0.521,48,0.458,22,0.583,28,0.786,22,9,200,100.0,37.5,9,18,72,,2.8,2,0.25,12,0.5,6,45.1,23,0.587,24.9,20,36,0.444,16,0.4,6,"Burr Gymnasium, Washington, District of Columbia",HOWARD,Howard,71.9,Away,FLORIDA-AM,Florida A&M,Florida A&M,meac
2019-01-07-20-norfolk-state,68.2,15,3.3,1,104.3,80.0,20,0.472,54,0.407,22,0.37,20,0.55,11,13,200,89.9,15.6,5,21,62,,11.6,8,0.278,15,0.467,7,43.9,25,0.488,13.7,10,39,0.385,15,0.235,4,"January 7, 2019",58.3,14,12.8,5,89.9,84.4,27,0.561,49,0.49,24,0.449,22,0.773,17,10,200,104.3,20.0,5,19,72,,5.8,4,0.388,19,0.368,7,56.1,32,0.606,20.4,15,30,0.567,17,0.412,7,"Echols Memorial Hall, Norfolk, Virginia",FLORIDA-AM,Florida A&M,69.0,Home,NORFOLK-STATE,Norfolk State,Florida A&M,meac
2019-01-12-16-florida-am,33.3,7,2.6,1,95.8,64.5,20,0.44,58,0.362,21,0.379,22,0.591,13,13,200,88.9,27.0,10,18,64,,11.1,8,0.586,34,0.265,9,44.1,30,0.467,17.1,14,24,0.5,12,0.235,4,"January 12, 2019",56.0,14,0.0,0,88.9,73.0,27,0.5,56,0.446,25,0.375,21,0.619,13,13,200,95.8,35.5,11,19,69,,5.6,4,0.304,17,0.353,6,55.9,38,0.523,19.7,16,39,0.487,19,0.278,5,"Al Lawson Center, Tallahassee, Florida",SAVANNAH-STATE,Savannah State,71.7,Home,FLORIDA-AM,Florida A&M,Florida A&M,meac
2019-01-19-16-florida-am,47.8,11,6.3,2,82.9,78.8,26,0.463,54,0.426,23,0.278,15,0.667,10,17,225,85.7,29.6,8,24,60,,8.6,6,0.352,19,0.211,4,56.7,34,0.491,20.9,16,35,0.543,19,0.15,3,"January 19, 2019",50.0,10,8.6,3,85.7,70.4,19,0.441,51,0.392,20,0.451,23,0.565,13,14,225,82.9,21.2,7,20,58,,15.7,11,0.373,19,0.263,5,43.3,26,0.468,19.7,15,32,0.469,15,0.263,5,"Al Lawson Center, Tallahassee, Florida",FLORIDA-AM,Florida A&M,61.8,Away,MARYLAND-EASTERN-SHORE,Maryland-Eastern Shore,Florida A&M,meac
2019-01-21-16-florida-am,47.1,8,3.2,1,89.6,84.8,28,0.339,59,0.288,17,0.22,13,0.538,7,16,200,70.1,25.0,10,16,47,,14.9,10,0.407,24,0.25,6,52.1,38,0.361,14.5,11,35,0.314,11,0.158,3,"January 21, 2019",38.1,8,22.9,8,70.1,75.0,30,0.49,50,0.42,21,0.4,20,0.55,11,14,200,89.6,15.2,5,12,60,,4.5,3,0.38,19,0.368,7,47.9,35,0.504,19.2,14,31,0.452,14,0.3,6,"Al Lawson Center, Tallahassee, Florida",DELAWARE-STATE,Delaware State,67.3,Home,FLORIDA-AM,Florida A&M,Florida A&M,meac
2019-01-26-16-coppin-state,56.0,14,13.8,4,92.1,80.6,25,0.528,54,0.463,25,0.407,22,0.682,15,14,200,94.7,37.5,12,26,72,,6.6,5,0.352,19,0.368,7,58.7,37,0.559,27.4,24,35,0.514,18,0.333,7,"January 26, 2019",50.0,11,8.6,3,94.7,62.5,20,0.49,52,0.423,22,0.558,29,0.655,19,19,200,92.1,19.4,6,22,70,,7.9,6,0.442,23,0.304,7,41.3,26,0.532,18.8,15,29,0.517,15,0.136,3,"Physical Education Complex, Baltimore, Maryland",COPPIN-STATE,Coppin State,75.6,Away,FLORIDA-AM,Florida A&M,Florida A&M,meac
2019-01-28-19-morgan-state,51.9,14,24.0,12,90.4,59.5,22,0.615,48,0.563,27,0.479,23,0.565,13,14,200,98.6,28.0,7,18,72,,12.3,9,0.167,8,0.625,5,46.8,29,0.611,24.6,19,40,0.55,22,0.364,8,"January 28, 2019",52.2,12,5.0,2,98.6,72.0,18,0.402,61,0.377,23,0.41,25,0.68,17,13,200,90.4,40.5,15,19,66,,11.0,8,0.18,11,0.273,3,53.2,33,0.453,19.1,17,50,0.4,20,0.381,8,"Hill Field House, Baltimore, Maryland",MORGAN-STATE,Morgan State,72.9,Away,FLORIDA-AM,Florida A&M,Florida A&M,meac
2019-02-02-16-florida-am,50.0,8,5.7,2,101.6,75.0,18,0.315,54,0.296,16,0.241,13,0.385,5,10,200,62.9,27.8,10,8,39,,9.7,6,0.389,21,0.095,2,46.7,28,0.324,17.9,13,33,0.424,14,0.524,11,"February 2, 2019",42.3,11,18.2,6,62.9,72.2,26,0.58,50,0.52,26,0.2,10,0.5,5,14,200,101.6,25.0,6,15,63,,12.9,8,0.3,15,0.4,6,53.3,32,0.575,18.1,12,35,0.571,20,0.391,9,"Al Lawson Center, Tallahassee, Florida",NORTH-CAROLINA-AT,North Carolina A&T,62.0,Home,FLORIDA-AM,Florida A&M,Florida A&M,meac
2019-02-04-19-florida-am,22.2,4,5.6,2,107.4,69.2,18,0.319,58,0.31,18,0.534,31,0.645,20,13,200,83.8,40.5,15,19,57,,11.8,8,0.328,19,0.053,1,52.4,33,0.392,14.3,12,39,0.436,17,0.435,10,"February 4, 2019",40.7,11,20.5,8,83.8,59.5,22,0.577,52,0.519,27,0.327,17,0.765,13,14,200,107.4,30.8,8,16,73,,7.4,5,0.308,16,0.375,6,47.6,30,0.608,20.1,15,36,0.583,21,0.417,10,"Al Lawson Center, Tallahassee, Florida",NORTH-CAROLINA-CENTRAL,North Carolina Central,68.4,Home,FLORIDA-AM,Florida A&M,Florida A&M,meac
2019-02-09-16-florida-am,44.0,11,6.5,2,101.5,76.2,16,0.508,59,0.424,25,0.186,11,0.909,10,13,200,107.7,34.5,10,14,70,,4.6,3,0.322,19,0.526,10,52.0,26,0.545,13.5,10,40,0.375,15,0.458,11,"February 9, 2019",36.0,9,15.0,6,107.7,65.5,19,0.583,48,0.521,25,0.333,16,0.625,10,15,200,101.5,23.8,5,15,66,,7.7,5,0.354,17,0.353,6,48.0,24,0.594,22.5,16,31,0.613,19,0.4,10,"Al Lawson Center, Tallahassee, Florida",FLORIDA-AM,Florida A&M,65.4,Away,HOWARD,Howard,Florida A&M,meac
2019-02-11-19-florida-am,52.2,12,7.1,2,78.3,68.8,22,0.481,54,0.426,23,0.315,17,0.824,14,11,200,95.7,15.6,5,21,66,,4.3,3,0.259,14,0.429,6,42.2,27,0.532,17.5,13,40,0.425,17,0.56,14,"February 11, 2019",64.7,11,10.0,4,95.7,84.4,27,0.39,50,0.34,17,0.56,28,0.536,15,16,200,78.3,31.3,10,17,54,,7.2,5,0.44,22,0.227,5,57.8,37,0.427,18.3,14,28,0.429,12,0.385,10,"Al Lawson Center, Tallahassee, Florida",FLORIDA-AM,Florida A&M,68.7,Away,NORFOLK-STATE,Norfolk State,Florida A&M,meac
2019-02-16-18-savannah-state,64.3,18,6.5,2,105.7,63.3,19,0.58,56,0.5,28,0.304,17,0.765,13,16,200,111.4,42.9,12,15,78,,15.7,11,0.357,20,0.45,9,53.4,31,0.609,21.1,17,36,0.528,19,0.407,11,"February 16, 2019",38.5,10,8.3,3,111.4,57.1,16,0.508,59,0.441,26,0.305,18,0.778,14,16,200,105.7,36.7,11,17,74,,18.6,13,0.475,28,0.286,8,46.6,27,0.548,17.3,14,31,0.581,18,0.36,9,"Tiger Arena, Savannah, Georgia",SAVANNAH-STATE,Savannah State,69.8,Away,FLORIDA-AM,Florida A&M,Florida A&M,meac
2019-02-18-19-south-carolina-state,27.3,6,11.1,4,89.1,52.2,12,0.522,46,0.478,22,0.217,10,0.6,6,17,200,84.4,17.4,4,23,54,,0.0,0,0.196,9,0.444,4,34.8,16,0.532,27.4,19,37,0.486,18,0.393,11,"February 18, 2019",23.5,4,2.7,1,84.4,82.6,19,0.4,45,0.378,17,0.6,27,0.778,21,21,200,89.1,47.8,11,16,57,,7.8,5,0.2,9,0.222,2,65.2,30,0.493,22.0,16,36,0.417,15,0.25,7,"SHM Memorial Center, Orangeburg, South Carolina",FLORIDA-AM,Florida A&M,64.3,Home,SOUTH-CAROLINA-STATE,South Carolina State,Florida A&M,meac
2019-02-23-16-bethune-cookman,45.0,9,11.1,4,97.1,75.9,22,0.441,51,0.392,20,0.294,15,0.6,9,18,200,78.3,27.3,9,19,54,,11.6,8,0.294,15,0.333,5,50.0,31,0.465,25.8,20,36,0.417,15,0.379,11,"February 23, 2019",46.2,12,5.6,2,78.3,72.7,24,0.527,55,0.473,26,0.255,14,0.643,9,15,200,97.1,24.1,7,15,67,,13.0,9,0.345,19,0.316,6,50.0,31,0.543,18.6,14,36,0.556,20,0.464,13,"Moore Gymnasium, Daytona Beach, Florida",FLORIDA-AM,Florida A&M,68.9,Home,BETHUNE-COOKMAN,Bethune-Cookman,Florida A&M,meac
2019-03-02-16-north-carolina-at,37.5,6,15.6,5,91.3,74.1,20,0.316,57,0.281,16,0.14,8,0.75,6,19,200,60.9,22.2,8,17,42,,8.7,6,0.368,21,0.19,4,44.4,28,0.345,21.9,17,36,0.333,12,0.367,11,"March 2, 2019",45.8,11,8.3,3,60.9,77.8,28,0.5,52,0.462,24,0.346,18,0.611,11,12,200,91.3,25.9,7,10,63,,14.5,10,0.385,20,0.2,4,55.6,35,0.52,18.9,14,32,0.625,20,0.586,17,"Ellis Corbett Sports Center, Greensboro, North Carolina",FLORIDA-AM,Florida A&M,68.7,Home,NORTH-CAROLINA-AT,North Carolina A&T,Florida A&M,meac
2019-03-07-19-bethune-cookman,34.6,9,19.4,7,73.7,73.0,27,0.464,56,0.464,26,0.321,18,0.667,12,19,200,84.2,26.7,8,12,64,,13.2,10,0.107,6,0.0,0,52.2,35,0.496,23.8,20,50,0.52,26,0.387,12,"March 7, 2019",33.3,7,0.0,0,84.2,73.3,22,0.407,59,0.356,21,0.254,15,0.533,8,16,200,73.7,27.0,10,18,56,,13.2,10,0.39,23,0.261,6,47.8,32,0.423,23.4,20,36,0.417,15,0.467,14,"Moore Gymnasium, Daytona Beach, Florida",BETHUNE-COOKMAN,Bethune-Cookman,76.3,Away,FLORIDA-AM,Florida A&M,Florida A&M,meac
