,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf
2020-01-03-19-marist,57.9,11,6.1,2,93.5,86.7,26,0.472,54,0.352,19,0.259,14,0.857,12,5,200,101.6,37.8,14,16,63,,6.5,4,0.685,37,0.351,13,59.7,40,0.519,20.0,15,17,0.353,6,0.545,6,"January 3, 2020",36.4,8,0.0,0,101.6,62.2,23,0.51,48,0.458,22,0.333,16,0.563,9,10,200,93.5,13.3,4,19,58,,11.3,7,0.313,15,0.333,5,40.3,27,0.522,16.7,11,33,0.515,17,0.091,1,"McCann Recreation Center, Poughkeepsie, New York",MARIST,Marist,62.1,Away,QUINNIPIAC,Quinnipiac,Marist,maac
2020-01-05-14-saint-peters,63.6,7,11.4,4,106.5,66.7,16,0.382,38,0.289,11,0.5,19,0.579,11,11,200,64.5,26.7,8,14,40,,14.5,9,0.5,19,0.368,7,44.4,24,0.425,29.1,19,19,0.211,4,0.083,1,"January 5, 2020",41.7,10,0.0,0,64.5,73.3,22,0.548,52,0.462,24,0.25,13,0.692,9,6,200,106.5,33.3,8,21,66,,14.5,9,0.327,17,0.529,9,55.6,30,0.567,21.7,16,35,0.429,15,0.455,5,"Yanitelli Center, Jersey City, New Jersey",MARIST,Marist,62.1,Home,SAINT-PETERS,St. Peter's,Marist,maac
2020-01-08-19-fairfield,50.0,11,11.1,4,86.6,89.7,26,0.529,51,0.431,22,0.569,29,0.552,16,11,200,104.5,32.3,10,21,70,,7.5,5,0.412,21,0.476,10,60.0,36,0.54,13.6,10,30,0.4,12,0.154,2,"January 8, 2020",47.4,9,10.0,3,104.5,67.7,21,0.436,47,0.404,19,0.511,24,0.708,17,9,200,86.6,10.3,3,22,58,,7.5,5,0.234,11,0.273,3,40.0,24,0.497,18.4,13,36,0.444,16,0.357,5,"Webster Bank Arena, Bridgeport, Connecticut",FAIRFIELD,Fairfield,66.6,Away,MARIST,Marist,Marist,maac
2020-01-12-14-marist,70.8,17,3.3,1,80.0,87.9,29,0.492,59,0.407,24,0.271,16,0.688,11,6,200,106.2,39.4,13,11,69,,6.2,4,0.39,23,0.435,10,63.6,42,0.518,15.4,12,36,0.389,14,0.6,9,"January 12, 2020",50.0,10,16.7,6,106.2,60.6,20,0.425,53,0.377,20,0.226,12,0.583,7,12,200,80.0,12.1,4,18,52,,12.3,8,0.434,23,0.217,5,36.4,24,0.443,14.6,10,30,0.5,15,0.143,2,"McCann Recreation Center, Poughkeepsie, New York",MARIST,Marist,65.2,Away,RIDER,Rider,Marist,maac
2020-01-16-19-monmouth,46.2,12,8.8,3,97.4,74.4,29,0.412,74,0.351,26,0.135,10,0.5,5,13,200,86.8,30.2,13,23,66,,10.5,8,0.365,27,0.333,9,51.2,42,0.419,12.3,11,47,0.362,17,0.133,2,"January 16, 2020",38.1,8,4.3,2,86.8,69.8,30,0.454,54,0.389,21,0.667,36,0.694,25,7,200,97.4,25.6,10,14,74,,7.9,6,0.37,20,0.35,7,48.8,40,0.52,16.7,14,34,0.412,14,0.562,9,"Multipurpose Activity Center, West Long Branch, New Jersey",MARIST,Marist,75.9,Home,MONMOUTH,Monmouth,Marist,maac
2020-01-19-14-marist,52.2,12,4.3,1,110.7,78.6,22,0.492,59,0.39,23,0.305,18,0.833,15,9,200,97.3,11.4,4,21,73,,18.7,14,0.627,37,0.324,12,41.3,26,0.54,14.1,11,22,0.5,11,0.308,4,"January 19, 2020",65.4,17,18.2,4,97.3,88.6,31,0.667,48,0.542,26,0.667,32,0.594,19,13,200,110.7,21.4,6,15,83,,9.3,7,0.521,25,0.48,12,58.7,37,0.657,22.5,18,23,0.609,14,0.188,3,"McCann Recreation Center, Poughkeepsie, New York",IONA,Iona,74.9,Home,MARIST,Marist,Marist,maac
2020-01-22-19-marist,68.2,15,8.8,3,94.9,80.0,28,0.538,52,0.423,22,0.5,26,0.654,17,8,225,92.4,20.7,6,32,73,,7.6,6,0.615,32,0.375,12,53.1,34,0.567,24.9,21,20,0.5,10,0.5,8,"January 22, 2020",42.1,8,5.0,1,92.4,79.3,23,0.45,50,0.38,19,0.9,45,0.667,30,13,225,94.9,20.0,7,26,75,,6.3,5,0.32,16,0.438,7,46.9,30,0.525,17.7,15,34,0.353,12,0.235,4,"McCann Recreation Center, Poughkeepsie, New York",MANHATTAN,Manhattan,70.5,Home,MARIST,Marist,Marist,maac
2020-01-24-19-siena,23.8,5,10.5,4,97.2,82.1,23,0.375,64,0.328,21,0.141,9,1.0,9,14,200,79.2,26.8,11,20,57,,8.3,6,0.344,22,0.273,6,49.3,34,0.417,18.1,15,42,0.357,15,0.222,4,"January 24, 2020",60.9,14,9.5,4,79.2,73.2,30,0.471,52,0.442,23,0.462,24,0.875,21,9,200,97.2,17.9,5,17,70,,11.1,8,0.269,14,0.214,3,50.7,35,0.552,17.2,13,38,0.526,20,0.471,8,"Times Union Center , Albany, New York",MARIST,Marist,71.8,Home,SIENA,Siena,Marist,maac
2020-01-31-19-niagara,66.7,16,12.5,3,72.7,93.5,29,0.518,56,0.429,24,0.25,14,0.643,9,14,200,101.5,31.3,10,18,67,,10.6,7,0.339,19,0.526,10,61.9,39,0.535,18.4,14,37,0.378,14,0.263,5,"January 31, 2020",53.3,8,5.4,2,101.5,68.8,22,0.419,43,0.349,15,0.419,18,0.667,12,14,200,72.7,6.5,2,17,48,,13.6,9,0.442,19,0.316,6,38.1,24,0.466,23.9,16,24,0.375,9,0.3,6,"Gallagher Center, Niagara University, New York",NIAGARA,Niagara,66.1,Away,MARIST,Marist,Marist,maac
2020-02-02-14-canisius,65.2,15,7.3,3,100.0,75.8,25,0.529,52,0.442,23,0.269,14,0.714,10,15,200,98.5,19.2,5,16,65,,6.1,4,0.5,26,0.346,9,50.8,30,0.554,17.1,12,26,0.538,14,0.25,5,"February 2, 2020",57.1,16,0.0,0,98.5,80.8,21,0.5,62,0.452,28,0.097,6,0.667,4,13,200,100.0,24.2,8,15,66,,6.1,4,0.339,21,0.286,6,49.2,29,0.509,12.2,9,41,0.537,22,0.409,9,"Koessler Athletic Center, Buffalo, New York",MARIST,Marist,65.8,Home,CANISIUS,Canisius,Marist,maac
2020-02-07-19-marist,36.4,8,20.6,7,100.0,78.6,22,0.443,53,0.415,22,0.396,21,0.667,14,11,200,84.7,24.1,7,17,61,,9.7,7,0.377,20,0.15,3,50.9,29,0.484,22.4,18,33,0.576,19,0.476,10,"February 7, 2020",48.0,12,9.1,3,84.7,75.9,22,0.527,55,0.455,25,0.291,16,0.875,14,15,200,100.0,21.4,6,14,72,,18.1,13,0.382,21,0.381,8,49.1,28,0.575,18.4,14,34,0.5,17,0.286,6,"McCann Recreation Center, Poughkeepsie, New York",SAINT-PETERS,St. Peter's,72.3,Home,MARIST,Marist,Marist,maac
2020-02-14-19-marist,44.4,8,2.5,1,75.7,80.0,28,0.361,54,0.333,18,0.463,25,0.72,18,14,225,81.4,28.6,10,16,57,,8.6,6,0.37,20,0.15,3,54.3,38,0.433,17.7,14,34,0.441,15,0.417,10,"February 14, 2020",58.8,10,8.8,3,81.4,71.4,25,0.353,58,0.293,17,0.207,12,1.0,12,16,225,75.7,20.0,7,23,53,,4.3,3,0.31,18,0.389,7,45.7,32,0.416,18.1,14,40,0.25,10,0.273,6,"McCann Recreation Center, Poughkeepsie, New York",MARIST,Marist,62.5,Away,FAIRFIELD,Fairfield,Marist,maac
2020-02-16-13-iona,45.5,10,16.1,5,111.4,70.8,17,0.5,54,0.407,22,0.444,24,0.667,16,17,200,100.0,33.3,10,28,70,,14.3,10,0.407,22,0.455,10,50.0,27,0.535,16.8,13,32,0.375,12,0.261,6,"February 16, 2020",57.1,12,15.6,5,100.0,66.7,20,0.5,48,0.438,21,0.729,35,0.857,30,12,200,111.4,29.2,7,22,78,,7.1,5,0.354,17,0.353,6,50.0,27,0.603,18.1,14,31,0.484,15,0.429,9,"Hynes Athletics Center, New Rochelle, New York",MARIST,Marist,70.0,Home,IONA,Iona,Marist,maac
2020-02-21-19-marist,31.8,7,14.3,2,80.3,78.4,29,0.385,61,0.361,22,0.475,29,0.621,18,11,225,85.5,24.4,10,16,65,,14.5,11,0.344,21,0.143,3,50.0,39,0.435,14.0,12,40,0.475,19,0.577,15,"February 21, 2020",72.2,13,10.0,4,85.5,75.6,31,0.455,55,0.327,18,0.291,16,0.688,11,18,225,80.3,21.6,8,24,61,,3.9,3,0.745,41,0.341,14,50.0,39,0.487,24.4,20,14,0.286,4,0.25,6,"McCann Recreation Center, Poughkeepsie, New York",MARIST,Marist,67.3,Away,MONMOUTH,Monmouth,Marist,maac
2020-02-23-14-marist,33.3,6,3.8,1,131.0,75.0,15,0.44,50,0.36,18,0.22,11,0.909,10,18,200,93.1,3.3,1,12,54,,5.2,3,0.46,23,0.348,8,32.0,16,0.489,6.8,4,27,0.37,10,0.333,9,"February 23, 2020",75.9,22,14.8,4,93.1,96.7,29,0.642,53,0.547,29,0.151,8,1.0,8,18,200,131.0,25.0,5,11,76,,1.7,1,0.509,27,0.37,10,68.0,34,0.669,9.6,6,26,0.731,19,0.28,7,"McCann Recreation Center, Poughkeepsie, New York",NIAGARA,Niagara,58.0,Home,MARIST,Marist,Marist,maac
2020-02-26-19-manhattan,70.0,14,0.0,0,103.2,63.0,17,0.535,43,0.465,20,0.395,17,0.588,10,19,200,88.9,21.7,5,22,56,,17.5,11,0.372,16,0.375,6,44.0,22,0.548,26.3,18,27,0.519,14,0.269,7,"February 26, 2020",65.2,15,11.1,3,88.9,78.3,18,0.556,45,0.511,23,0.556,25,0.6,15,14,200,103.2,37.0,10,15,65,,15.9,10,0.356,16,0.25,4,56.0,28,0.571,22.2,16,29,0.655,19,0.462,12,"Draddy Gymnasium, Riverdale, New York",MARIST,Marist,63.5,Home,MANHATTAN,Manhattan,Marist,maac
2020-02-28-19-marist,44.4,8,9.1,3,90.9,70.4,19,0.512,41,0.439,18,0.317,13,0.769,10,10,200,94.5,26.1,6,14,52,,9.1,5,0.366,15,0.4,6,50.0,25,0.551,21.8,13,26,0.462,12,0.63,17,"February 28, 2020",38.1,8,15.4,4,94.5,73.9,17,0.442,52,0.404,21,0.115,6,0.667,4,20,200,90.9,29.6,8,11,50,,16.4,9,0.365,19,0.211,4,50.0,25,0.456,12.8,8,33,0.515,17,0.259,7,"McCann Recreation Center, Poughkeepsie, New York",MARIST,Marist,54.5,Away,SIENA,Siena,Marist,maac
2020-03-01-14-quinnipiac,46.7,7,28.6,4,107.6,88.5,23,0.373,51,0.294,15,0.373,19,0.737,14,21,200,78.8,23.7,9,15,52,,6.1,4,0.431,22,0.364,8,50.0,32,0.433,20.2,15,29,0.241,7,0.25,7,"March 1, 2020",76.2,16,17.2,5,78.8,76.3,29,0.571,49,0.429,21,0.347,17,0.882,15,15,200,107.6,11.5,3,17,71,,10.6,7,0.714,35,0.4,14,50.0,32,0.622,17.5,12,14,0.5,7,0.483,14,"TD Bank Sports Center, Hamden, Connecticut",MARIST,Marist,66.1,Home,QUINNIPIAC,Quinnipiac,Marist,maac
2020-03-04-19-marist,61.3,19,2.9,1,93.2,78.8,26,0.614,57,0.544,31,0.316,18,0.833,15,19,200,114.9,16.0,4,17,85,,10.8,8,0.246,14,0.571,8,51.7,30,0.648,17.7,14,43,0.535,23,0.367,11,"March 4, 2020",34.6,9,0.0,0,114.9,84.0,21,0.564,55,0.473,26,0.255,14,0.5,7,22,200,93.2,21.2,7,16,69,,13.5,10,0.382,21,0.476,10,48.3,28,0.56,22.7,18,34,0.471,16,0.241,7,"McCann Recreation Center, Poughkeepsie, New York",MARIST,Marist,74.1,Away,CANISIUS,Canisius,Marist,maac
2020-03-10-21-niagara,77.8,14,7.4,2,94.9,89.3,25,0.444,45,0.4,18,0.467,21,0.667,14,23,200,91.5,17.4,4,13,54,,10.2,6,0.489,22,0.182,4,56.9,29,0.491,16.9,11,23,0.609,14,0.233,7,"March 10, 2020",57.9,11,4.3,1,91.5,82.6,19,0.489,46,0.413,19,0.304,14,0.786,11,20,200,94.9,10.7,3,17,56,,8.5,5,0.413,19,0.368,7,43.1,22,0.532,11.8,7,27,0.444,12,0.375,12,"Boardwalk Hall, Atlantic City, New Jersey",MARIST,Marist,59.3,Home,NIAGARA,Niagara,Marist,maac
